Date,Close,Open,High,Low,Volume,Up&Down,Rate
2008-05-02,175000,173000,179000,173000,52051,2500,1.449275362
2008-05-06,172000,176500,176500,170000,67280,-3000,-1.714285714
2008-05-07,170000,171000,177000,170000,87430,-2000,-1.162790698
2008-05-08,175000,169000,176000,168000,101253,5000,2.941176471
2008-05-09,175000,177000,177000,171500,56170,0,0
2008-05-13,176000,176000,176500,169500,62596,1000,0.571428571
2008-05-14,169000,176000,176500,168500,114626,-7000,-3.977272727
2008-05-15,172000,168000,173000,167000,115122,3000,1.775147929
2008-05-16,173500,173000,175500,171000,94178,1500,0.872093023
2008-05-19,177000,174000,178500,171000,124715,3500,2.017291066
2008-05-20,187500,177000,188000,176000,246090,10500,5.93220339
2008-05-21,193500,185500,194000,183000,263129,6000,3.2
2008-05-22,191000,193000,193000,188000,85093,-2500,-1.291989664
2008-05-23,193000,192000,197500,189000,87760,2000,1.047120419
2008-05-26,196000,192500,200000,188500,126743,3000,1.554404145
2008-05-27,204500,197500,207000,197000,156688,8500,4.336734694
2008-05-28,201500,205500,207000,200500,106939,-3000,-1.466992665
2008-05-29,200500,200000,204000,198500,103141,-1000,-0.496277916
2008-05-30,212000,201000,213500,196000,122945,11500,5.735660848
2008-06-02,211000,213500,216000,208500,84133,-1000,-0.471698113
2008-06-03,201000,208000,210000,200500,92851,-10000,-4.739336493
2008-06-04,205500,201000,208000,197500,52464,4500,2.23880597
2008-06-05,212000,204000,214000,201500,62750,6500,3.163017032
2008-06-09,210000,206500,213000,206000,36873,-2000,-0.943396226
2008-06-10,202000,210000,210500,201000,56885,-8000,-3.80952381
2008-06-11,202500,204500,204500,197000,47732,500,0.247524752
2008-06-12,193000,200000,200000,193000,63537,-9500,-4.691358025
2008-06-13,196000,195500,197000,185000,44195,3000,1.554404145
2008-06-16,190500,196000,200000,189500,68103,-5500,-2.806122449
2008-06-17,185000,190000,191000,176000,127677,-5500,-2.887139108
2008-06-18,184000,185000,187000,179000,47371,-1000,-0.540540541
2008-06-19,183000,181500,183500,180000,51322,-1000,-0.543478261
2008-06-20,182500,183000,190000,181000,43406,-500,-0.273224044
2008-06-23,179000,179000,180000,173000,71197,-3500,-1.917808219
2008-06-24,183000,180500,186500,175500,125835,4000,2.234636872
2008-06-25,186000,183000,186000,180500,41270,3000,1.639344262
2008-06-26,186000,184500,189500,184000,27690,0,0
2008-06-27,181500,180000,182000,178000,39811,-4500,-2.419354839
2008-06-30,175000,182000,182000,171500,91194,-6500,-3.581267218
2008-07-01,167000,171500,175000,163500,114080,-8000,-4.571428571
2008-07-02,160500,167000,167000,143500,346997,-6500,-3.892215569
2008-07-03,147000,151000,155000,147000,271429,-13500,-8.411214953
2008-07-04,138500,146000,151500,137500,198410,-8500,-5.782312925
2008-07-07,137000,135000,140500,134000,85877,-1500,-1.083032491
2008-07-08,136000,138000,141000,128000,127530,-1000,-0.729927007
2008-07-09,134000,140500,141500,134000,95382,-2000,-1.470588235
2008-07-10,139500,130000,141000,130000,86071,5500,4.104477612
2008-07-11,145500,140000,148500,137500,144876,6000,4.301075269
2008-07-14,143500,145500,147500,142000,97613,-2000,-1.374570447
2008-07-15,140000,143000,143000,136500,72881,-3500,-2.43902439
2008-07-16,139000,140000,144000,135500,48416,-1000,-0.714285714
2008-07-17,143500,145000,145500,141000,49535,4500,3.237410072
2008-07-18,141000,145000,145500,139500,48595,-2500,-1.742160279
2008-07-21,145000,141500,148500,141500,68216,4000,2.836879433
2008-07-22,145500,142000,146000,140000,72040,500,0.344827586
2008-07-23,151500,147500,153000,146500,108743,6000,4.12371134
2008-07-24,154500,153000,156500,152500,85906,3000,1.98019802
2008-07-25,153000,152000,154000,150500,49035,-1500,-0.970873786
2008-07-28,156000,155500,158500,153000,56878,3000,1.960784314
2008-07-29,160000,153000,162000,149000,105603,4000,2.564102564
2008-07-30,167000,164000,168000,160500,131968,7000,4.375
2008-07-31,167000,170000,173500,165500,105314,0,0
2008-08-01,161000,165000,169500,155500,118927,-6000,-3.592814371
2008-08-04,154000,164000,164000,153500,93379,-7000,-4.347826087
2008-08-05,155000,155000,159500,153500,70092,1000,0.649350649
2008-08-06,158500,158000,160000,154500,104475,3500,2.258064516
2008-08-07,157000,159000,159000,155500,45812,-1500,-0.94637224
2008-08-08,160500,155000,163500,154000,164335,3500,2.229299363
2008-08-11,161500,162500,165000,161500,49934,1000,0.62305296
2008-08-12,157000,161500,161500,153500,65554,-4500,-2.786377709
2008-08-13,152000,155000,156000,148500,107635,-5000,-3.184713376
2008-08-14,155000,150000,157000,150000,114701,3000,1.973684211
2008-08-18,157500,159500,165500,155500,157120,2500,1.612903226
2008-08-19,156500,156500,159500,153000,48909,-1000,-0.634920635
2008-08-20,155500,158500,158500,154500,33339,-1000,-0.638977636
2008-08-21,150500,155000,157500,147500,65903,-5000,-3.215434084
2008-08-22,144500,146500,149000,141000,50630,-6000,-3.986710963
2008-08-25,143000,145000,147000,141500,34721,-1500,-1.038062284
2008-08-26,143000,139000,145000,138000,29582,0,0
2008-08-27,146500,142500,147000,140500,45001,3500,2.447552448
2008-08-28,145000,147500,149000,142500,25743,-1500,-1.023890785
2008-08-29,123500,135500,138500,123500,290005,-21500,-14.82758621
2008-09-01,105000,115500,117000,105000,549243,-18500,-14.97975709
2008-09-02,104000,104000,106500,97700,643889,-1000,-0.952380952
2008-09-03,108000,104000,109500,102000,247666,4000,3.846153846
2008-09-04,109000,108500,113500,107500,284198,1000,0.925925926
2008-09-05,107000,105000,110500,104500,94724,-2000,-1.834862385
2008-09-08,119000,111500,120000,110000,234085,12000,11.21495327
2008-09-09,112000,119500,119500,112000,146597,-7000,-5.882352941
2008-09-10,112000,109500,114500,107500,164639,0,0
2008-09-11,112000,112000,114500,110500,208334,0,0
2008-09-12,113000,114500,115500,111000,248138,1000,0.892857143
2008-09-16,105000,100500,108500,100000,151588,-8000,-7.079646018
2008-09-17,109500,109000,113000,107000,184772,4500,4.285714286
2008-09-18,104500,105500,110500,104000,213587,-5000,-4.566210046
2008-09-19,108000,110000,111000,107500,263649,3500,3.349282297
2008-09-22,112000,109000,114500,109000,202630,4000,3.703703704
2008-09-23,117000,110000,117000,109500,169250,5000,4.464285714
2008-09-24,126500,118000,129500,115500,323444,9500,8.11965812
2008-09-25,129500,126500,130000,123500,185306,3000,2.371541502
2008-09-26,124500,127500,129000,122500,139397,-5000,-3.861003861
2008-09-29,121500,126000,129000,119000,134162,-3000,-2.409638554
2008-09-30,117000,112000,118000,110000,302920,-4500,-3.703703704
2008-10-01,113500,117500,118000,112500,100641,-3500,-2.991452991
2008-10-02,107500,114000,115500,107000,128898,-6000,-5.286343612
2008-10-06,94900,104000,105000,94900,153646,-12600,-11.72093023
2008-10-07,93500,94000,94500,87000,204667,-1400,-1.475237092
2008-10-08,79500,88000,89100,79500,221249,-14000,-14.97326203
2008-10-09,84300,78000,90800,77100,356568,4800,6.037735849
2008-10-10,78900,78900,80700,71900,419473,-5400,-6.40569395
2008-10-13,89000,82500,89400,82200,199796,10100,12.80101394
2008-10-14,100000,94300,101000,94100,254644,11000,12.35955056
2008-10-15,100000,97700,103000,96300,169331,0,0
2008-10-16,89400,93600,94600,86200,193825,-10600,-10.6
2008-10-17,91100,93500,96500,84000,228895,1700,1.901565996
2008-10-20,86000,91600,93500,77500,320240,-5100,-5.598243688
2008-10-21,85900,88300,90200,84000,167304,-100,-0.11627907
2008-10-22,85800,85000,86400,76200,127077,-100,-0.116414435
2008-10-23,81400,79200,85400,75800,158236,-4400,-5.128205128
2008-10-24,69200,81400,84000,69200,295129,-12200,-14.98771499
2008-10-27,69300,67600,71800,63900,291383,100,0.144508671
2008-10-28,76400,65000,77700,63500,221745,7100,10.24531025
2008-10-29,74500,79900,83400,68000,247239,-1900,-2.486910995
2008-10-30,85600,80500,85600,75600,228726,11100,14.89932886
2008-10-31,91500,84600,94800,82500,300592,5900,6.892523364
2008-11-03,96500,91300,98500,90500,183786,5000,5.464480874
2008-11-04,97400,97000,98000,90500,124132,900,0.932642487
2008-11-05,98000,99800,102500,93700,200364,600,0.616016427
2008-11-06,84000,92900,94000,84000,93077,-14000,-14.28571429
2008-11-07,83600,80000,85000,74200,619498,-400,-0.476190476
2008-11-10,95600,85600,95900,85600,353721,12000,14.35406699
2008-11-11,91000,92100,95200,88800,182610,-4600,-4.811715481
2008-11-12,88600,88300,92500,86500,180222,-2400,-2.637362637
2008-11-13,85800,83000,87000,77400,184911,-2800,-3.16027088
2008-11-14,82900,91500,94700,82900,358380,-2900,-3.37995338
2008-11-17,79000,81000,83400,79000,129960,-3900,-4.704463209
2008-11-18,75400,77000,79800,73100,171437,-3600,-4.556962025
2008-11-19,72900,76200,76200,69600,132802,-2500,-3.315649867
2008-11-20,62000,67200,68500,62000,282924,-10900,-14.95198903
2008-11-21,67700,59000,68500,56500,380084,5700,9.193548387
2008-11-24,61200,66000,67400,61200,300769,-6500,-9.601181684
2008-11-25,57400,64400,65600,57200,350433,-3800,-6.209150327
2008-11-26,59500,57600,60700,56700,330934,2100,3.658536585
2008-11-27,68400,62800,68400,62300,527324,8900,14.95798319
2008-11-28,70900,71200,71500,68500,346856,2500,3.65497076
2008-12-01,74100,72700,77500,70900,265115,3200,4.513399154
2008-12-02,73500,70000,75000,68500,265366,-600,-0.809716599
2008-12-03,82300,75600,84500,75200,319474,8800,11.97278912
2008-12-04,83900,84100,88000,78000,235274,1600,1.944106926
2008-12-05,82000,86800,86800,79000,287266,-1900,-2.264600715
2008-12-08,94000,83200,94300,83200,235140,12000,14.63414634
2008-12-09,91900,97100,97100,89700,173923,-2100,-2.234042553
2008-12-10,91500,91900,94200,89500,188297,-400,-0.435255713
2008-12-11,93900,92000,96600,90600,181947,2400,2.62295082
2008-12-12,90500,90500,93500,85000,131455,-3400,-3.620873269
2008-12-15,96000,92300,97200,92300,160584,5500,6.077348066
2008-12-16,97100,95000,97100,93000,95851,1100,1.145833333
2008-12-17,94600,99800,100000,89600,167791,-2500,-2.574665294
2008-12-18,93500,94700,95300,89600,186456,-1100,-1.162790698
2008-12-19,92000,92400,92500,90000,95991,-1500,-1.604278075
2008-12-22,89800,92000,92400,89300,118135,-2200,-2.391304348
2008-12-23,88700,89100,91600,85600,164667,-1100,-1.224944321
2008-12-24,89000,88700,91100,86200,101971,300,0.338218715
2008-12-26,90400,89600,91500,86800,104699,1400,1.573033708
2008-12-29,93400,89200,93400,87900,106510,3000,3.318584071
2008-12-30,96500,92800,97000,92600,152141,3100,3.319057816
2009-01-02,94600,96500,96800,92500,115755,-1900,-1.968911917
2009-01-05,91500,95000,95500,91500,138082,-3100,-3.276955603
2009-01-06,91400,91400,93200,88500,204999,-100,-0.109289617
2009-01-07,102500,93300,104500,93100,346470,11100,12.14442013
2009-01-08,102500,102500,107000,99500,172713,0,0
2009-01-09,105000,104000,111500,101000,242269,2500,2.43902439
2009-01-12,99600,106000,108000,99200,172282,-5400,-5.142857143
2009-01-13,97800,100500,101000,97000,126981,-1800,-1.807228916
2009-01-14,102500,99500,105500,97700,170063,4700,4.805725971
2009-01-15,99000,97500,100500,96200,135777,-3500,-3.414634146
2009-01-16,105000,99500,106000,99100,101398,6000,6.060606061
2009-01-19,102000,105000,107500,100500,140494,-3000,-2.857142857
2009-01-20,103500,100500,105000,99000,148400,1500,1.470588235
2009-01-21,100500,99000,105500,99000,79847,-3000,-2.898550725
2009-01-22,102500,103000,105000,101000,84210,2000,1.990049751
2009-01-23,102500,103000,107000,99800,154306,0,0
2009-01-28,105000,104000,106500,103000,81418,2500,2.43902439
